Brand,Category,Price_MRP,Discount_Percent,Outlet_Type,Region,Season,Store_Size_SqFt,Years_Since_Launch,Promotional_Days,Competitor_Presence,Sales_Volume
VALUEPACK,Bakery,491.3425284749832,28.372954111038695,Convenience_Store,Tier1_City,Summer,29736.867021427737,18.5225724207784,21.0,0,3023.7327353688133
VALUEPACK,Beverages,120.0616689901698,34.182606757649616,Supermarket_Traditional,Tier2_City,Winter,20260.586724775767,14.646119741325638,14.0,1,3821.044020969727
HEALTHYLINE,Frozen,151.54906237342476,27.434179696059676,Hypermarket,Tier2_City,Spring,18840.648068656836,16.224364811248094,20.0,0,4028.6623775162766
VALUEPACK,Household,145.3091674466762,0.7151393613927226,Supermarket_Modern,Rural,Spring,13953.849949605466,12.09644177311068,12.0,0,2852.643015239828
VALUEPACK,Bakery,406.64289542960154,8.64931577563965,Supermarket_Traditional,Tier2_City,Spring,1293.8967627311692,13.607337446935777,16.0,1,2689.9422237455665
PREMIX,Snacks,134.10828340255318,2.7791993953412764,Online,Metro,Winter,9935.640831560717,8.369344366715286,3.0,0,3273.476584423944
HEALTHYLINE,Frozen,79.99692342048775,22.81544398304907,Online,Rural,Monsoon,24237.52959311165,13.906644613937772,29.0,0,3417.3793167491776
LUXEBRAND,Health & Beauty,499.35236296353287,30.259107153616497,Online,Tier1_City,Spring,14511.086201302534,19.58547493668112,10.0,0,3381.9228600339106
HEALTHYLINE,Health & Beauty,61.16774515031712,4.423167482746377,Hypermarket,Rural,Spring,43845.0452839093,13.30660230160841,28.0,1,3842.7584299923824
LUXEBRAND,Snacks,425.8598270714895,33.53351282373541,Convenience_Store,Tier1_City,Winter,8006.983445661953,7.491040734590225,0.0,1,3627.5011596139225
PREMIX,Fruits & Veg,214.41507869779375,22.22035913581933,Convenience_Store,Tier1_City,Summer,43891.67406477387,6.419543325266889,27.0,1,3845.9368506586165
FRESHMART,Frozen,428.72695689101687,27.598760485668997,Convenience_Store,Metro,Winter,20836.464616289657,19.303572876094197,0.0,1,3308.987438027299
VALUEPACK,Bakery,299.57922104501523,38.85607394434585,Hypermarket,Tier2_City,Summer,14516.175340366994,4.515043645053236,2.0,1,4576.541390054314
PREMIX,Frozen,455.73405326886206,3.3472395299078928,Online,Metro,Spring,15910.301067227138,16.317735621722775,22.0,1,3316.2849134329244
VALUEPACK,Fruits & Veg,466.786843886582,36.04896091911157,Convenience_Store,Rural,Spring,17173.468848620614,9.839983548166417,14.0,1,2514.8408219353905
FRESHMART,Dairy,54.0941815763492,5.044107839496372,Hypermarket,Tier1_City,Monsoon,25821.635249436524,9.431435332703211,0.0,0,4008.490449027431
FRESHMART,Household,83.93547919675473,15.71835226546729,Hypermarket,Rural,Monsoon,18340.233251926424,15.20321797159813,22.0,1,3913.595180333079
PREMIX,Snacks,162.66142830688494,34.05754785324457,Supermarket_Traditional,Tier1_City,Summer,32713.111004871193,3.812730170872925,25.0,0,4189.084225012899
FRESHMART,Fruits & Veg,351.19193736357573,36.25016946951473,Convenience_Store,Rural,Spring,21833.771347063623,9.85962259675349,29.0,1,3443.558435389153
LUXEBRAND,Dairy,449.7224884301777,20.254866941805815,Online,Tier1_City,Spring,33910.54177445264,1.680840067587218,25.0,1,3611.92311774575
FRESHMART,Frozen,256.97387808228325,23.764185531017006,Supermarket_Modern,Metro,Winter,30616.8944992285,13.737729608717917,28.0,1,3948.932921929495
VALUEPACK,Frozen,323.13790232341944,28.325893383942287,Hypermarket,Tier1_City,Spring,12978.244649033806,2.109168395119661,15.0,1,4028.054462090632
VALUEPACK,Fruits & Veg,134.82493375800252,33.310346738108564,Supermarket_Traditional,Tier2_City,Spring,40825.89110465433,2.6584871558038525,16.0,0,3585.2971094381583
VALUEPACK,Bakery,412.2350752467584,4.8604467815066466,Supermarket_Modern,Metro,Winter,40150.09192087325,17.05170124335486,8.0,1,3113.1155786624263
VALUEPACK,Frozen,485.2976501090614,32.4027723291691,Hypermarket,Tier2_City,Winter,49460.042883802394,9.416148553302632,4.0,0,3429.535714076737
LUXEBRAND,Bakery,170.86951981156886,19.25104602046467,Supermarket_Traditional,Rural,Spring,9577.456587239363,4.818538082416609,28.0,0,3574.46133943147
HEALTHYLINE,Bakery,272.67167822024584,18.02493700432676,Convenience_Store,Rural,Monsoon,42544.07274441059,12.259106943152217,5.0,0,2883.8850751724744
PREMIX,Household,88.75224972786822,16.955990079879932,Supermarket_Traditional,Tier1_City,Monsoon,43727.06520458814,10.866382027106097,14.0,1,3508.912600802394
VALUEPACK,Bakery,301.61149540833577,20.368463409841702,Hypermarket,Tier1_City,Spring,32466.04416351614,8.807258208114305,27.0,1,3625.141310220873
FRESHMART,Beverages,276.25254883100627,37.80202213578414,Convenience_Store,Rural,Monsoon,25812.85411135183,18.202924268237602,8.0,0,3484.0791496486477
VALUEPACK,Household,114.99641786978492,21.928150911686064,Online,Metro,Winter,47905.71825228263,15.239701964894575,26.0,1,3165.4815644554874
FRESHMART,Dairy,248.92979590313377,38.12710153052557,Supermarket_Traditional,Tier2_City,Monsoon,48661.90446594013,3.880264553850636,2.0,1,3820.0003059368973
FRESHMART,Dairy,200.34709343895346,7.2116052246256235,Supermarket_Modern,Rural,Spring,32443.175360767855,11.844718349000978,18.0,1,3723.1426541517335
VALUEPACK,Frozen,284.8238938873352,28.965439153305326,Convenience_Store,Metro,Monsoon,18618.43303828396,2.686134113390575,20.0,0,3380.319865678288
LUXEBRAND,Frozen,313.54445094295966,32.48958154434989,Convenience_Store,Tier2_City,Spring,41041.09398983125,5.648425438413325,12.0,0,3703.7284836957015
FRESHMART,Bakery,53.82301037324428,27.165153253394475,Online,Tier1_City,Monsoon,5373.517893531224,18.287346587692166,12.0,0,3747.775605816026
FRESHMART,Household,392.4526923272999,24.276891209061617,Supermarket_Traditional,Metro,Spring,15239.186557459536,9.779518588456602,22.0,0,4117.293500684397
VALUEPACK,Household,370.85643133778336,22.59251124344729,Supermarket_Modern,Metro,Spring,49292.16044386966,17.95001593073633,2.0,0,3691.7983901762423
FRESHMART,Beverages,214.82887379293498,34.43721930314784,Online,Rural,Monsoon,40902.335973141504,4.1539803462397185,19.0,1,3453.7676867473556
FRESHMART,Bakery,73.82117100596821,32.86586388658,Supermarket_Traditional,Tier2_City,Monsoon,47039.54110688707,4.90149320272114,13.0,0,4215.708011118804
VALUEPACK,Beverages,389.71964290327264,4.891548847223981,Supermarket_Modern,Rural,Winter,30144.93399790209,7.703669738274763,1.0,0,3418.742058884147
VALUEPACK,Health & Beauty,479.8288222151596,33.94350628123512,Supermarket_Modern,Tier1_City,Summer,20975.95044925768,7.960187202929868,24.0,0,3630.8004429360726
PREMIX,Bakery,158.06821820990638,16.5627447776177,Hypermarket,Tier1_City,Spring,49004.81506616086,15.160268134381862,9.0,0,4292.2947154958365
LUXEBRAND,Snacks,195.58607618166704,10.147873199832432,Supermarket_Modern,Tier2_City,Spring,16161.853707000582,12.388800677399066,,1,3909.9080454270693
LUXEBRAND,Snacks,132.71580026681673,34.790742720557034,Supermarket_Traditional,Tier2_City,Spring,38113.29966653724,11.511739092985971,12.0,1,3932.6654092976923
FRESHMART,Fruits & Veg,309.6212555051778,17.280991985349665,Online,Tier2_City,Spring,28352.140937110205,12.445134629733785,10.0,0,2847.992441756799
LUXEBRAND,Bakery,119.67862759135473,32.33458760707266,Online,Rural,Monsoon,12196.850130208804,14.911636077944772,1.0,1,3637.6089223562262
FRESHMART,Household,210.28727455762075,10.53614447823378,Hypermarket,Tier2_City,Monsoon,1856.6810830185902,17.963516133572686,15.0,0,3295.270284127492
PREMIX,Frozen,363.6558562704183,0.15717285688871208,Supermarket_Traditional,Tier2_City,Summer,19804.44043470009,8.880059173067183,4.0,0,2967.6243484346637
VALUEPACK,Dairy,302.0521923542068,19.818367716117777,Supermarket_Modern,Rural,Spring,27836.584250988126,16.255592915545844,0.0,0,3578.4734579192577
VALUEPACK,Fruits & Veg,223.90815394757087,4.0091302657153705,Hypermarket,Tier1_City,Summer,9976.329646719863,10.406840778634544,7.0,1,3530.333777559655
VALUEPACK,Frozen,239.11232081339386,30.175038220996385,Convenience_Store,Tier1_City,Winter,21313.18940720011,14.719486608441228,21.0,1,3542.4669830948146
LUXEBRAND,Snacks,302.94989718045326,11.043005442776415,Supermarket_Traditional,Metro,Summer,31144.306602289034,17.621651973135585,15.0,0,3976.8376286566
PREMIX,Bakery,52.639127549222586,17.74582586413915,Hypermarket,Tier1_City,Summer,36031.2331946351,1.6120816249318413,13.0,0,4337.543637311501
LUXEBRAND,Fruits & Veg,85.32944080412443,3.4813426036621697,Online,Tier2_City,Winter,3584.3839654203316,11.385965351398829,25.0,0,3355.7858526057453
LUXEBRAND,Bakery,446.5661304933552,11.466369937890107,Hypermarket,Tier1_City,Winter,33544.86026831568,19.798231902749034,25.0,1,4295.657564272233
PREMIX,Snacks,85.04554509108084,31.25960973034288,Convenience_Store,Rural,Summer,3776.6981350082738,10.428263875926818,1.0,0,4167.278336268244
PREMIX,Fruits & Veg,368.06161829472734,6.063516476092778,Supermarket_Traditional,Tier1_City,Winter,2381.0892726078455,17.42176996943215,17.0,0,3484.0928636584244
PREMIX,Snacks,464.0171738490737,25.886382445078297,Hypermarket,Tier1_City,Summer,8468.18926961478,4.532097195919758,25.0,1,4139.919399850059
PREMIX,Beverages,171.807621935779,36.69703411218005,Supermarket_Modern,Metro,Monsoon,33028.5588033667,12.481454714680302,20.0,0,4399.267237608097
VALUEPACK,Snacks,216.72114667678142,27.19347039030881,Supermarket_Traditional,Metro,Monsoon,3588.250701338377,17.53581330145446,6.0,1,4122.518555227629
HEALTHYLINE,Household,306.0146326301223,32.440867571689076,Hypermarket,Tier2_City,Summer,2023.9143980731328,9.199129500756651,24.0,0,4070.8869240125127
HEALTHYLINE,Household,446.7690363373631,4.358865172156632,Hypermarket,Rural,Winter,6780.016056030141,10.24771911919583,24.0,1,3150.9490667964133
PREMIX,Bakery,473.85751426718906,10.029273040082177,Supermarket_Traditional,Tier2_City,Winter,47536.32854481798,2.558340184531338,11.0,0,3094.171774299339
HEALTHYLINE,Dairy,382.80346165007063,35.78155408962364,Online,Rural,Monsoon,45456.60974643361,1.8012697470614951,14.0,0,3700.552417207663
HEALTHYLINE,Snacks,88.97889238461232,28.604224544723568,Supermarket_Modern,Rural,Monsoon,5236.832779883048,9.90545769207668,26.0,1,3883.1346193139593
PREMIX,Frozen,351.11936999068286,25.582153055092448,Supermarket_Traditional,Metro,Winter,15896.645992311589,17.026031301181543,21.0,0,3732.3349776852324
HEALTHYLINE,Household,234.63667484269794,26.550669444868,Supermarket_Modern,Tier1_City,Winter,47417.329513316065,18.695161170179585,1.0,1,3605.8490672111016
LUXEBRAND,Health & Beauty,261.8154497709777,16.568022172185735,Supermarket_Modern,Tier1_City,Winter,5786.695999368559,13.514407065764237,21.0,0,3917.5782285207692
FRESHMART,Dairy,72.11677565532966,1.7822652647061288,Supermarket_Traditional,Metro,Winter,5635.203117070679,16.70157338735773,16.0,1,4018.28642720297
FRESHMART,Beverages,135.9779627058612,31.37766168282916,Hypermarket,Tier2_City,Summer,5214.190989001718,14.962229090509702,26.0,0,4160.06278668929
PREMIX,Fruits & Veg,405.7311233901415,27.148529448614156,Online,Tier1_City,Winter,48847.33571583512,14.328230711107778,10.0,1,3279.302899156619
VALUEPACK,Fruits & Veg,254.2814748715369,18.912178564508988,Supermarket_Modern,Tier2_City,Monsoon,37412.3171508392,15.611628876948416,28.0,1,3370.672646921327
PREMIX,Household,185.748008734017,35.990384614730296,Supermarket_Modern,Tier1_City,Monsoon,11509.734000605624,10.600756095807654,1.0,0,3811.5059055927213
VALUEPACK,Dairy,222.80858328423116,13.446386599403954,Hypermarket,Tier2_City,Spring,3251.4158035286446,9.700823966440236,27.0,0,3801.8095427047438
FRESHMART,Household,434.4797809965561,11.772869769249436,Supermarket_Traditional,Rural,Winter,48296.833936665134,4.023726922595342,18.0,1,2817.029052385702
PREMIX,Fruits & Veg,387.0495578322306,34.91185300317771,Online,Rural,Summer,21848.963046224868,17.032491017453708,4.0,1,3428.8700494710547
LUXEBRAND,Health & Beauty,172.54192873148725,31.879506190359418,Supermarket_Modern,Tier1_City,Spring,30320.394026453756,1.8476637219741885,25.0,1,4253.844073172043
HEALTHYLINE,Snacks,102.87582809556798,20.59919242593379,Supermarket_Modern,Tier2_City,Spring,14680.615441408145,6.081438303509253,16.0,0,3679.1114141277367
VALUEPACK,Dairy,163.39919973983228,5.229389578313999,Supermarket_Traditional,Tier2_City,Summer,38159.6557922557,10.878406795768853,15.0,1,3267.7652980139296
HEALTHYLINE,Bakery,464.34040297463014,8.602858858602097,Hypermarket,Rural,Spring,10643.314948806807,19.460364137918944,27.0,1,3121.73129277708
HEALTHYLINE,Snacks,311.7149770323899,26.249119616352267,Convenience_Store,Tier2_City,Spring,39558.68473540021,15.933485903622048,25.0,1,3686.0349326857913
PREMIX,Snacks,290.06609393515225,15.401649513616466,Hypermarket,Metro,Monsoon,12299.549123416698,8.004753268323931,12.0,0,4042.4066596059097
HEALTHYLINE,Snacks,318.3771198616077,33.45892766663885,Supermarket_Modern,Tier2_City,Spring,5797.6990585230305,14.565019419736267,29.0,0,3939.787104499786
LUXEBRAND,Bakery,214.71271958593186,37.998200373288164,Supermarket_Modern,Rural,Summer,24462.305172009375,18.696018372287966,12.0,0,4121.158298099968
HEALTHYLINE,Health & Beauty,413.19815914378074,32.22547701099673,Online,Metro,Winter,40847.62353788689,11.238785579204443,12.0,1,3474.9616987013546
PREMIX,Beverages,285.4788121851124,15.101816919822287,Hypermarket,Metro,Winter,19858.370126646292,9.776863714518038,4.0,1,4041.226463850662
LUXEBRAND,Health & Beauty,102.536556245958,31.547457169256962,Convenience_Store,Tier2_City,Winter,2414.808882794722,11.506872173212223,4.0,0,3855.369051500205
FRESHMART,Health & Beauty,108.07930617307832,14.057666938827339,Online,Rural,Monsoon,28112.175902614923,6.919070781925672,19.0,0,3169.3998165272938
HEALTHYLINE,Health & Beauty,291.5866159261783,6.684003510625356,Convenience_Store,Rural,Monsoon,34343.09805725285,18.23962740299962,18.0,0,2932.623201260768
PREMIX,Frozen,471.4565981318776,1.3357281946342958,Online,Rural,Monsoon,37294.05232146433,16.148354436768063,6.0,0,2918.1619802810205
FRESHMART,Household,188.75845475428943,15.4286685104408,Hypermarket,Metro,Summer,20694.322761154915,14.404198134712264,10.0,1,3932.5380157685463
FRESHMART,Fruits & Veg,441.2935259866482,36.14237214789127,Supermarket_Modern,Rural,Winter,5753.961943127628,12.19274953069021,22.0,0,3693.4400564809675
VALUEPACK,Household,393.8430139604957,9.55946351022706,Convenience_Store,Metro,Summer,29631.995288705933,19.42002079059158,0.0,0,2749.4257447348637
LUXEBRAND,Dairy,161.51559930810808,8.26052659719136,Hypermarket,Metro,Summer,17147.84637667091,6.656408860013988,6.0,1,4096.815367653214
HEALTHYLINE,Health & Beauty,66.3533367423091,38.792831409641614,Convenience_Store,Tier1_City,Spring,47397.48663146779,6.3795681332301415,2.0,1,4096.754373328813
PREMIX,Beverages,95.83126931407223,1.0001645140236848,Hypermarket,Tier2_City,Winter,25632.89329500506,5.6006283244004615,12.0,0,3790.3064720626016
VALUEPACK,Dairy,377.8222702313481,31.431286015750175,Online,Rural,Spring,24141.036293149955,15.093743784253716,2.0,0,3049.7534462272642
LUXEBRAND,Household,139.851382118291,12.854798229634813,Hypermarket,Metro,Monsoon,16151.267083599483,16.148427157611707,5.0,0,3884.4025532424444
VALUEPACK,Fruits & Veg,217.07191422742721,1.4995182747863733,Online,Tier2_City,Monsoon,17600.538763793847,12.345169347167147,,0,2718.440036322486
LUXEBRAND,Bakery,275.7646247028912,36.71210160838334,Supermarket_Modern,Metro,Summer,26124.98441991569,13.387690496424229,26.0,1,4588.20432249949
LUXEBRAND,Household,376.4606758025733,5.585693208383344,Online,Tier2_City,Summer,16026.574970434745,7.630254527521464,28.0,0,3502.8210648056483
HEALTHYLINE,Snacks,100.95405046660642,22.071171349027814,Supermarket_Traditional,Metro,Spring,44722.93933405219,1.755393306984764,14.0,0,4479.820453956761
LUXEBRAND,Household,232.86488237485767,10.962168297181911,Supermarket_Modern,Rural,Spring,22511.878689026325,5.819081029183807,3.0,0,2980.329361016595
VALUEPACK,Snacks,268.2828091142129,2.6077120873876414,Hypermarket,Tier1_City,Summer,15309.082116638192,12.101761315478093,4.0,0,3896.3841669846806
LUXEBRAND,Bakery,293.37217878719287,1.9968994265351636,Hypermarket,Tier1_City,Winter,8614.34684351632,16.445720965303384,2.0,1,3974.097660718289
HEALTHYLINE,Household,418.2622886278475,4.622267953453552,Supermarket_Traditional,Tier1_City,Summer,33945.18558871755,15.766704590226947,18.0,0,2999.713848241905
HEALTHYLINE,Beverages,127.2551877694476,2.854680555575202,Hypermarket,Metro,Winter,2263.560220993619,4.410259919670443,24.0,1,3770.8404519905584
VALUEPACK,Beverages,413.52415332198,30.422324620796918,Supermarket_Modern,Tier2_City,Spring,23049.793571327078,1.9774779914483376,20.0,0,3750.259396585884
FRESHMART,Dairy,361.79529246349347,19.422648091337166,Supermarket_Modern,Rural,Monsoon,27955.96919799397,17.160640759924785,15.0,0,3468.3585378767643
FRESHMART,Bakery,300.14186638953174,13.715683653959188,Online,Rural,Monsoon,17649.44593313625,2.4361954213503805,16.0,0,3390.48765039032
LUXEBRAND,Health & Beauty,364.78754168115734,16.734756405280287,Convenience_Store,Metro,Spring,37741.06961647528,8.472913992992263,8.0,1,3381.91045589462
PREMIX,Beverages,235.40798252824538,37.15786942290493,Hypermarket,Tier1_City,Spring,34107.364345059,2.790287478913398,25.0,1,4457.458917972248
LUXEBRAND,Household,112.27891368565605,36.430072509525885,Supermarket_Traditional,Metro,Monsoon,48598.550390928125,11.716925498523528,21.0,0,4473.841258543412
VALUEPACK,Bakery,349.5943581194153,28.627059204903077,Supermarket_Modern,Tier2_City,Winter,25929.573165194415,7.903392192562809,8.0,1,3484.6287160810925
VALUEPACK,Fruits & Veg,286.10253800853,35.38729509686751,Supermarket_Modern,Tier1_City,Spring,27352.805866839764,4.847378738228738,13.0,1,3398.5805328057513
VALUEPACK,Snacks,337.718660244249,12.785921103504991,Supermarket_Modern,Metro,Winter,13046.126640497287,12.308185696142784,26.0,0,3615.8738254199634
VALUEPACK,Household,202.0994514628205,15.244373040331315,Convenience_Store,Tier2_City,Winter,19888.710645805306,7.904444007714102,22.0,1,2820.466699245753
VALUEPACK,Snacks,458.08995980292616,24.548487274169123,Convenience_Store,Tier1_City,Monsoon,2316.1689667568944,4.168976782695228,10.0,1,2987.3348870343916
HEALTHYLINE,Snacks,314.3164408590096,24.945037891890568,Hypermarket,Rural,Winter,34774.46464128679,14.301641838720997,25.0,1,4086.108402078837
FRESHMART,Health & Beauty,88.43111793089322,19.26799352049364,Supermarket_Traditional,Tier2_City,Monsoon,16269.517184493461,16.899357887765152,9.0,1,3516.5947074749747
VALUEPACK,Bakery,252.4117958169929,16.026313937518132,Convenience_Store,Rural,Spring,27477.9834736682,6.201108850662407,22.0,1,2784.0899151053327
PREMIX,Bakery,390.3602246346355,39.44721246434781,Online,Tier2_City,Summer,13494.627424136504,4.5420758702349655,4.0,0,3420.2633543529773
PREMIX,Dairy,407.36055277952255,32.84494504470898,Convenience_Store,Tier1_City,Summer,31430.773816643275,2.429785377724121,22.0,0,3817.6385058528535
PREMIX,Snacks,272.5686737436914,17.399207915521806,Supermarket_Modern,Metro,Summer,22931.542154748175,11.030140376333923,25.0,0,4208.672911448291
PREMIX,Dairy,452.6364068740855,29.09169908958274,Supermarket_Traditional,Metro,Summer,24611.171966928414,16.794580295186716,3.0,1,3746.480841625276
HEALTHYLINE,Health & Beauty,170.4507967374339,10.782467730098379,Hypermarket,Metro,Summer,47187.74985095098,5.7650080050060994,10.0,0,3968.6481563075513
PREMIX,Snacks,234.76941375721995,4.006773049493195,Convenience_Store,Metro,Summer,35601.855833069145,9.752117660978117,26.0,1,3797.847378986768
VALUEPACK,Dairy,454.3686097560365,14.097241022109625,Supermarket_Modern,Tier2_City,Winter,13833.087044403625,4.055265615507816,5.0,0,3163.7481087950196
LUXEBRAND,Dairy,453.3155224122105,16.11891200493577,Online,Metro,Winter,25692.169069329844,8.679815655878926,1.0,1,3678.9579502744136
PREMIX,Fruits & Veg,358.5707459711064,0.6614849824268321,Online,Metro,Summer,23866.96813354694,1.2934570435540294,29.0,1,3600.636432300996
HEALTHYLINE,Dairy,436.5412462049991,32.59168006543584,Hypermarket,Tier2_City,Spring,39957.57773703982,18.3038522892156,25.0,1,4087.7695279984805
HEALTHYLINE,Bakery,89.9479701303047,14.36773609556726,Hypermarket,Tier2_City,Spring,41834.40059071392,13.854866005010805,2.0,0,3625.2415139258005
PREMIX,Dairy,439.24773929349936,23.21672663120588,Convenience_Store,Tier1_City,Winter,14888.698314344543,7.3234606350606635,17.0,1,3464.041759118759
LUXEBRAND,Snacks,194.27895794760204,2.9585274908382386,Hypermarket,Tier2_City,Winter,41236.42124140558,17.742766941064442,28.0,0,4365.985563681519
PREMIX,Dairy,130.24918059269734,6.999873150023359,Supermarket_Modern,Rural,Summer,9795.56885925907,4.475662959227841,25.0,1,3941.7383302372073
HEALTHYLINE,Beverages,157.71642635392084,35.587749013102396,Supermarket_Modern,Tier1_City,Spring,38375.757172347076,2.4959409052578123,17.0,1,4030.1558838277965
FRESHMART,Frozen,238.08582860624918,24.34750111531203,Supermarket_Modern,Tier1_City,Monsoon,13190.442646266676,18.909810041771955,6.0,0,3976.986706902735
VALUEPACK,Snacks,163.03640207201025,38.011362006819425,Convenience_Store,Metro,Summer,15598.626713251499,6.871322272981981,20.0,0,4054.741369666774
HEALTHYLINE,Beverages,194.25541370742457,39.950001375652676,Convenience_Store,Metro,Winter,42770.9241692607,18.78349448806062,12.0,1,3829.041173113872
PREMIX,Health & Beauty,110.74031873223893,14.874404613323776,Hypermarket,Rural,Winter,21583.668387758553,13.114645466183328,12.0,1,3699.09354085143
VALUEPACK,Snacks,183.27954450154934,11.952122563330985,Convenience_Store,Metro,Winter,49537.72541795851,19.620815723493955,5.0,1,3028.8089614789196
PREMIX,Bakery,307.5277165439005,34.33424220636387,Supermarket_Modern,Tier2_City,Monsoon,8445.208465464615,15.315155032035989,2.0,0,3947.830059275885
PREMIX,Frozen,248.8341686409788,39.94445708149817,Supermarket_Traditional,Tier2_City,Spring,23704.10286394449,3.0041934716376626,9.0,1,4029.1118587998676
FRESHMART,Frozen,206.02344255616003,25.185649369298293,Supermarket_Modern,Metro,Winter,36890.066214537874,17.192344672534166,20.0,1,3936.8949801246636
VALUEPACK,Bakery,385.90345798570127,31.805628900460896,Supermarket_Traditional,Metro,Summer,1262.985840946865,3.8096919280313974,4.0,1,3416.9485154246345
VALUEPACK,Frozen,452.07948712699306,31.269834352610978,Hypermarket,Tier2_City,Monsoon,8440.90863145785,14.151754509711965,10.0,1,3571.86973884076
FRESHMART,Bakery,390.55515030607864,14.213588328781878,Online,Tier1_City,Spring,1997.4807211380353,10.50774153904392,3.0,0,2790.0887552290333
HEALTHYLINE,Beverages,199.40031595295562,22.97081521028349,Convenience_Store,Rural,Summer,49651.01540375493,14.446775154745195,9.0,0,3181.170902888408
